#rev	#lex	#lex_freq	#homonym	#pos	#grams	#grams2	#flextype	#number	#form2	#form3	#translation	#comment	– не учит., 0 без перевода, ! что-то не так (с синонимами), нужен синоним g посм грам, p местоимения, ? сложно, ?? Непонятно, с — хочется спросить носителя, o — написал свою глоссу, h дефис, s генитив, m - явно опечатка	#gloss									
կարո	որակ	11185		N		inanim	N12				quality, exchange			quality	quality	exchange							
րավրտեփ	փետրվար	11167		N		inanim	N12				February			February	February								
նւոյթւոցկանաբ	բանակցություն	11166		N		inanim	N41				negotiations, parley (with)			negotiation	negotiations	parley (with)							
ծւոլ	լուծ	11154	2	N		inanim	N11				yoke, yoke (of a tyrant), yoke (of oxen); diarrh(o)ea			diarrhea	yoke	yoke (of a tyrant)	yoke (of oxen)	;	diarrh(o)ea				
ծւոլ	լուծ	11154	1	N		inanim	N13				yoke, yoke (of a tyrant), yoke (of oxen); diarrh(o)ea			yoke	yoke	yoke (of a tyrant)	yoke (of oxen)	;	diarrh(o)ea				
կւոնամ	մանուկ	11152		N		anim,hum	N32/N12				baby, kiddy			baby	baby	kiddy							
լանաթոնած	ծանոթանալ	11150		V		intr	V22	1			get acquainted with, get/become acquainted with sth., look through			get.acquainted	get acquainted with	get/become acquainted with sth.	look through						
ինիգ	գինի	11146		N		inanim	N23/N23a				wine			wine	wine								
լեվողոժ	ժողովել	11091		V		intr/tr	V11	1			gather, collect, pick up			gather	gather	collect	pick up						
լերյա	այրել	11086		V		tr	V11	1			burn, scorch, light			burn	burn	scorch	light						
լեվրտնը	ընտրվել	11083		V	med	intr	V11	2			be selected/elected			be.selected	be selected/elected								
լեվմզակ	կազմվել	11078		V	med	intr	V11	2			form, consist, shape			form	form	consist	shape						
կրե	երկ	11056		N		inanim	N11				work			work	work								
նւոյթւոնռեձախան	նախաձեռնություն	11055		N		inanim	N41				enterprise, innovation			enterprise	enterprise	innovation							
նակաերք	քրեական	11045		A			N12				criminal			criminal	criminal								
թւոնախ	խանութ	11015		N		inanim	N12				shop, bookstore			shop	shop	bookstore							
նւոյթւոցկածրոգամահ	համագործակցություն	11003		N		inanim	N41				collaboration			collaboration	collaboration								
նակաիցաքաղաք	քաղաքացիական	10996		A			N12				civic			civic	civic								
րովատադ	դատավոր	10968		N		anim,hum	N12				judge, arbiter			judge	judge	arbiter							
լետապաջրշ	շրջապատել	10945		V		tr	V11	1			surround, enclose, hedge in			surround	surround	enclose	hedge in						
նայկիրեմա	ամերիկյան	10944		A			N12				American			American	American								
նյւոգարեգ	գերագույն	10906		A			N12				supreme, extreme			supreme	supreme	extreme							
կարեբրատ	տարբերակ	10897		N		inanim	N12				version			version	version								
հոզ	զոհ	10887		N		anim,hum	N11				victim, offering, martyr			victim	victim	offering	martyr						
քնաջ	ջանք	10882		N		inanim	N11				effort			effort	effort								
լանեմակ	կամենալ	10876		V		tr	V22	1			want, wish, intend (to do smth.)			want	want	wish	intend (to do smth.)						
տոհ	հոտ	10876		N		inanim	N11				herd, flock, flock; smell, scent		нужен синоним	herd	herd	flock	flock	;	smell	scent			
նակարովնիզ	զինվորական	10866		A			N12				soldier's, soldier		s	soldier's	soldier's	soldier							
լանարեվ	վերանալ	10861		V		intr	V22	1			lift up, vanish, speed away		??c	lift.up	lift up	vanish	speed away						
լեջրշ	շրջել	10845	2	V		intr	V11				round, walk (for a while), make/go one's rounds			round	round	walk (for a while)	make/go one's rounds						
լեջրշ	շրջել	10845	1	V		tr	V11				turn, swing, change			turn	turn	swing	change						
լեցրեթնը	ընթերցել	10844		V		tr	V11	1			read			read	read								
լանածեմ	մեծանալ	10844		V		intr	V22	1			grow, rise			grow	grow	rise							
չնակ	կանչ	10842		N		inanim	N11				call, bail, peremptory shout			call	call	bail	peremptory shout						
լեվտատսահ	հաստատվել	10834		V	med	intr	V11	2			be confirmed/approved			be.approved	be confirmed/approved								
նայտովառա	առավոտյան	10824		A			N12				morning, in the morning, at dawn			morning	morning	in the morning	at dawn						
դնը	ընդ	10816		PREP							with			with	with								
նւոյթւոցկասոխ	խոսակցություն	10803		N		inanim	N41				talk, gossip			talk	talk	gossip							
նիյաթւոկաշմ	մշակութային	10782		A			N12				cultural			cultural	cultural								
վիթռա	առթիվ	10781		POST							in view of, on the occasion (of), in connection with		c?	in.view.of	in view of	on the occasion (of)	in connection with						
գավԱ	Ավագ	10771		N	persn,m,apl+	anim,hum	N12							PN									
րոտկ	կտոր	10751		N		inanim	N12				fragment, piece			fragment	fragment	piece							
մւոտգձ	ձգտում	10748		N		inanim	N32a/N12				aspiration/striving (for)			aspiration	aspiration/striving (for)								
նապատ	տապան	10736		N		inanim	N12				ark, shrine, coffin			ark	ark	shrine	coffin						
րեբմետպես	սեպտեմբեր	10728		N		inanim	N12				September			September	September								
նայնւոյթւորաՀ	Հարությունյան	10726		N	famn,apl+	anim,hum	N12							PN									
թւոմ	մութ	10711		N		inanim	N13				dark, obscure, vague			dark	dark	obscure	vague						
նակամզառ	ռազմական	10710		A			N12				military			military	military								
լեկարատարհ	հրատարակել	10701		V		tr	V11	1			publish, promulgate			publish	publish	promulgate							
նւոյթւոտշեժարհնա	անհրաժեշտություն	10696		N		inanim	N41				necessity			necessity	necessity								
լերեն	ներել	10689		V		tr	V11	1			forgive, overlook, absolve			forgive	forgive	overlook	absolve						
տոշԱ	Աշոտ	10685		N	persn,m,apl+	anim,hum	N12							PN									
սխած	ծախս	10682		N		inanim	N11				expense, expenditure			expense	expense	expenditure							
ռավագ	գավառ	10677		N		inanim	N12				province, district			province	province	district							
լեվտգօ	օգտվել	10656		V	med	intr	V11	1			make use of			make.use.of	make use of								
լեքնկ	կնքել	10633		V		tr	V11	1			seal, baptize, anoint			seal	seal	baptize	anoint						
քնւոմրեբարեվ	վերաբերմունք	10631		N		inanim	N12				attitude, handling			attitude	attitude	handling							
լեյամարհ	հրամայել	10627		V		tr	V11	1			order, give an order, issue an order			order	order	give an order	issue an order						
այրամահ	համարյա	10625		ADV							almost, well-nigh			almost	almost	well-nigh							
լեվրեբ	բերվել	10613		V	med	intr	V11	1			be brought			be.brought	be brought								
լեվնաժաբ	բաժանվել	10599		V	med	intr	V11	2			divide (into), separate, be distributed (to, among)			divide	divide (into)	separate	be distributed (to	among)					
ցալ	լաց	10597		N		inanim	N11				cry			cry	cry								
արւոտլւոկ	կուլտուրա	10588		N		inanim	N15				culture, level, civilization			culture	culture	level	civilization						
ցնայմիմ	միմյանց	10588		PRON,S,hum			N12				each other			each.other	each other								
բմւոկա	ակումբ	10584		N		inanim	N12				club			club	club								
նւոյթւոնյաձամահ	համաձայնություն	10582		N		inanim	N41				consent, accord, concord			accord	consent	accord	concord						
լեկրզ	զրկել	10581		V		intr	V11	1			deprive, bereave (of), rob (of)			deprive	deprive	bereave (of)	rob (of)						
լենռախ	խառնել	10575		V		tr	V11	1			stir, mix up, entangle			stir	stir	mix up	entangle						
մւոհապ	պահում	10558		N		inanim	N32a/N12				keeping, deduction			keeping	keeping	deduction							
լեխլգ	գլխել	10550		V		tr	V11	1					0										
պատշ	շտապ	10548		A			N12				urgent(ly), quick(ly), hastily			urgent	urgent(ly)	quick(ly)	hastily						
ակիջառա	առաջիկա	10545		A			N15				coming, forthcoming, future			coming	coming	forthcoming	future						
րուեգոհ	հոգեւոր	10532		A			N12				animated, mental, spiritual			spiritual	animated	mental	spiritual						
լեթւոյն	նյութել	10518		V		tr	V11	1			plan, plot, scheme			plan	plan	plot	scheme						
րբի	իբր	10517		CONJ							as if/though, as			as	as if/though	as							
լեվտազա	ազատվել	10500		V	med	intr	V11	2			get/become free, throw/shake off, be delivered of			become.free	get/become free	throw/shake off	be delivered of						
կարիՇ	Շիրակ	10490	1	N	persn,m,apl+	anim,hum	N12							PN									
կարիՇ	Շիրակ	10490	2	N	topn	inanim	N12				Shirak			Shirak									
մւոպրեկամզակ	կազմակերպում	10465		N		inanim	N32a/N12				organization			organization	organization								
րասավահ	հավասար	10453		A			N12				equal, similar, flat			similar	equal	similar	flat						
լեյահ	հայել	10452		V		tr	V11	1			look			look	look								
քորի	իրոք	10431		ADV							really, indeed, in reality			really	really	indeed	in reality						
լեռաճտապ	պատճառել	10422		V		intr	V11	1			cause			cause	cause								
րիգաբմխ	խմբագիր	10419		N		anim,hum	N13/N14				editor			editor	editor								
լետխախ	խախտել	10416		V		tr	V11	1			break, breach, disturb			break	break	breach	disturb						
լետգձ	ձգտել	10404		V		intr	V11	1			seek			seek	seek								
իտոգ	գոտի	10403		N		inanim	N23				belt, waist, zone			belt	belt	waist	zone						
մւոկաշմ	մշակում	10401		N		inanim	N32a/N12				cultivation, development, working (out)			cultivation	cultivation	development	working (out)						
քատ	տաք	10371		A			N11				warm, affectionate, hot-tempered			warm	warm	affectionate	hot-tempered						
լանարեկտապ	պատկերանալ	10366		V		intr	V22	1			occur, offer			occur	occur	offer							
լենյաձամահ	համաձայնել	10362		V		intr	V11	1			consent (to smth).			consent	consent (to smth).								
նյւոգարձրաբ	բարձրագույն	10347		A			N11				highest			highest	highest								
ղիղւո	ուղիղ	10305		A			N12				straight, right, correct			straight	straight	right	correct						
գավա	ավագ	10297		A			N12				elder, oldest, senior			elder	elder	oldest	senior						
լեդնպ	պնդել	10283		V		intr	V11	1			affirm, persist, contend		c?	affirm	affirm	persist	contend						
լեքտո	ոտքել	10282		V		intr	V11	1					0										
րւոքամ	մաքուր	10281		A			N12				clean, pure			clean	clean	pure							
ցեվ	վեց	10276		NUM,card			N11	006			six			six	six								
մւոնապհապ	պահպանում	10271		N		inanim	N32a/N12				observance, maintenance			observance	observance	maintenance							
նւոյթւորովատրապ	պարտավորություն	10271		N		inanim	N41				obligation			obligation	obligation								
նւոյթւոնակիտսո	ոստիկանություն	10267		N		inanim	N41				police			police	police								
լեվտյահատրա	արտահայտվել	10257		V	med	intr	V11	2			express oneself, express one's opinion (about), manifest itself			express.oneself	express oneself	express one's opinion (about)	manifest itself						
նւոյթւորավժդ	դժվարություն	10243		N		inanim	N41				difficulty, obstacle, embarrassment			difficulty	difficulty	obstacle	embarrassment						
նւոյթւորովապտ	տպավորություն	10238		N		inanim	N41				impression			impression	impression								
նւոյթւոնակարի	իրականություն	10233		N		inanim	N41				reality, truth			reality	reality	truth							
նապսեդ	դեսպան	10203		N		anim,hum	N12				ambassador			ambassador	ambassador								
չիրակն	նկարիչ	10188		N		anim,hum	N14				artist			artist	artist								
նւոյթւոտրամակահ	հակամարտություն	10181		N		inanim	N41				antagonism			antagonism	antagonism								
նւոբ	բուն	10173	3	A			N12				essential			essential	essential								
նւոբ	բուն	10173	1	N		inanim	N13				trunk			trunk	trunk								
նւոբ	բուն	10173	2	N		inanim	N13				trunk			trunk	trunk								
իմաք	քամի	10170		N		inanim	N23				wind, breeze, rheumatic pain			wind	wind	breeze	rheumatic pain						
մւոցւոռակ	կառուցում	10139		N		inanim	N32a/N12				construction, formation			construction	construction	formation							
նւոյթւոծղետսանաբ	բանաստեղծություն	10133		N		inanim	N41				poetry, poem, rhyme			poetry	poetry	poem	rhyme						
իգո	ոգի	10108		N		inanim	N23				soul, ghost, spirit			soul	soul	ghost	spirit						
րւոտ	տուր	10105		N		inanim	0						0										
ւոքաԲ	Բաքու	10088		N	topn	inanim	N16				Baku			Baku									
կաժաբ	բաժակ	10086		N		inanim	N12				glass, goblet, liqueur-glass			glass	glass	goblet	liqueur-glass						
նայյոն	նոյյան	10082		A			N12				Noah's			Noah's	Noah's								
նակաքրւոթ	թուրքական	10068		A			N12				Turkish			Turkish	Turkish								
նւոյթւոսետ	տեսություն	10065		N		inanim	N41				visiting, review, theory visit			visiting	visiting	review	theory visit						
րւոտւեռա	առեւտուր	10056		N		inanim	N14				trade			trade	trade								
սիմ	միս	10048		N		inanim	N13				meat, flesh, pulpy			meat	meat	flesh	pulpy						
լերոլոբ	բոլորել	10046		V		intr/tr	V11	1			make a circle, elapse			circle	make a circle	elapse							
նւորաԳ	Գարուն	10040	1,2	N	persn,m/f,apl+	anim,hum	N12							PN									
կափ	փակ	10022		N		inanim	N11				lock, shut			lock	lock	shut							
վինզա	ազնիվ	9991		A			N12				honest, fair, straightforward			honest	honest	fair	straightforward						
եցսահ	հասցե	9991		N		inanim	N12				address			address	address								
լերտնփ	փնտրել	9956		V		tr	V11	1			seek			seek	seek								
տերկնոկ	կոնկրետ	9953		A			N12				specific, specifically			specific	specific	specifically							
րւոՏ	#Տուր	9952		N	topn	inanim	N11							PN									
դնւորես	սերունդ	9952		N		inanim	N14/N12				generation			generation	generation								
մւոչոկ	կոչում	9949		N		inanim	N32a/N12				rank, title			rank	rank	title							
մւոցայակրեն	ներկայացում	9943		N		inanim	N32a/N12				presentation, representation, handing-in			presentation	presentation	representation	handing-in						
քյւոգ	գույք	9936		N		inanim	N11				property, stock, stores			property	property	stock	stores						
նակատսինւոմոկ	կոմունիստական	9929		A			N12				communist			communist	communist								
նյանեմա	ամենայն	9923		PRON,A			N12				all			all	all								
քռափ	փառք	9919		N		inanim	N11				glory			glory	glory								
մւոտխախ	խախտում	9917		N		inanim	N32a/N12				breach, injury, violation			violation	breach	injury	violation						
շաք	քաշ	9899	2	N		inanim	0				weight, tare, influence	NP only		weight	weight	tare	influence						
շաք	քաշ	9899	1	N		inanim	N11				weight, tare, influence			weight	weight	tare	influence						
շաք	քաշ	9899	3	A			N11				weight, tare, influence			weight	weight	tare	influence						
նականձնա	անձնական	9892		A			N12				personal			personal	personal								
նւոյթւորադրա	արդարություն	9863		N		inanim	N41				justice, equity, righteousness			justice	justice	equity	righteousness						
տխաբ	բախտ	9852		N		inanim	N11				fate, happiness, destiny			fate	fate	happiness	destiny						
նայրտաչաԽ	Խաչատրյան	9846		N	famn,apl+	anim,hum	N12							PN									
մւոտատսահ	հաստատում	9808		N		inanim	N32a/N12				affirmation			affirmation	affirmation								
իլանամրազ	զարմանալի	9798		A			N12				astonishing, striking, extremely			astonishing	astonishing	striking	extremely						
լենիշ	շինել	9790	2	N		inanim	N12				overcoat			overcoat	overcoat								
լենիշ	շինել	9790		V		tr	V11	1			make, build, repair			make	make	build	repair						
իլագզ	զգալի	9783		A			N12				perceptible, appreciable, substantial			perceptible	perceptible	appreciable	substantial						
դնւոնծ	ծնունդ	9780		N		inanim	N34/N14				birth, delivery, new-born (child)			birth	birth	delivery	new-born (child)						
լենցարեկտապ	պատկերացնել	9767		V	caus	tr	V14	2			imagine, fancy, have an idea/notion (about)			imagine	imagine	fancy	have an idea/notion (about)						
նա	ան	9765		PRON,S,hum	sg						he, she, it			he	he	she	it						
դրա	արդ	9762	1	N		inanim	N11				jewelry			jewelry	jewelry								
դրա	արդ	9762	2	ADV							so, thus			so	so	thus							
ղտսա	աստղ	9755		N		inanim	N11				star			star	star								
րոզհ	հզոր	9752		A			N12				mighty, high-powered			mighty	mighty	high-powered							
աննԱ	Աննա	9738		N	persn,f,apl+	anim,hum	N15							PN									
լանախարւո	ուրախանալ	9737		V		intr	V22	1			be glad/happy, enjoy oneself			be.happy	be glad/happy	enjoy oneself							
ցիկատախշա	աշխատակից	9735		N		anim,hum	N14				employer, colleague, contributor			employer	employer	colleague	contributor						
լենցեղաբզ	զբաղեցնել	9734		V	caus	tr	V14	1			occupy, delay, entertain			occupy	occupy	delay	entertain						
լեվսա	ասվել	9721		V	med	intr	V11	1			be told			be.told	be told								
լենխափ	փախնել	9721		V		intr	V12	1			run away			run,away	run away								
մւոցագզ	զգացում	9690		N		inanim	N32a/N12				sense			sense	sense								
մւոցարձրաբ	բարձրացում	9686		N		inanim	N32a/N12				raising, hoisting, lifting			raising	raising	hoisting	lifting						
նւոյթւոտրամշճ	ճշմարտություն	9680		N		inanim	N41				truth			truth	truth								
նւոյթւոնապս	սպանություն	9648		N		inanim	N41				killing, homicide, assassination			killing	killing	homicide	assassination						
լեծգդնը	ընդգծել	9646		V		tr	V11	1			underline, emphasize			underline	underline	emphasize							
ցնազափաչ	չափազանց	9643		ADV							extreme, extremely			extreme	extreme	extremely							
րեբմեյոն	նոյեմբեր	9638		N		inanim	N12				November			November	November								
րապ	պար	9616		N		inanim	N11				dance			dance	dance								
րիկ	կիր	9599		N		inanim	N13				lime			lime	lime								
նւոյթւոնակատրապ	պարտականություն	9592		N		inanim	N41				duty			duty	duty								
լերիտ	տիրել	9584		V		tr	V11	1			own, possess, rule			possess	own	possess	rule						
նաժրա	արժան	9574		A			N12				deserving			deserving	deserving								
նայսիննահվոՀ	Հովհաննիսյան	9571		N	famn,apl+	anim,hum	N12							PN									
նակաթրեհ	հերթական	9556		A			N12				next, usual			next	next	usual							
մժյառա	առայժմ	9548		ADV							for the present			for.the.present	for the present								
լեհոզ	զոհել	9543		V		tr	V11	1			make an offering			make.offering	make an offering								
լեվռարիկ	կիրառվել	9542		V	med	intr	V11	2			be applied			be.applied	be applied								
լենգոհ	հոգնել	9504		V		intr	V11	1			get/be tired (of), overstrain, be/get bored/tired/sick			be.tired	get/be tired (of)	overstrain	be/get bored/tired/sick						
նամյապնա	անպայման	9496		A			N12				unconditional, undoubted			unconditional	unconditional	undoubted							
լանանսւոմա	ամուսնանալ	9493		V		intr	V22	1			marry			marry	marry								
ծարա	արած	9488		N		inanim	N12				ashberry, rowanberry			ashberry	ashberry	rowanberry							
լանամիդ	դիմանալ	9486		V		intr	V22	1			bear, endure			bear	bear	endure							
կանիրօրատ	տարօրինակ	9474		A			N12				strange, unusual, unfamiliar			strange	strange	unusual	unfamiliar						
զւոկեթ	թեկուզ	9468		CONJ							even			even	even								
լերովարիվ	վիրավորել	9460		V		tr	V11	1			injure, insult			injure	injure	insult							
շորոնբ	բնորոշ	9456		A			N12				characteristic, typical, distinctive			characteristic	characteristic	typical	distinctive						
մւուետեհ	հետեւում	9449		N		inanim	N32a/N12				following, compliance			following	following	compliance							
նակատսեվրաղեգ	գեղարվեստական	9442		A			N12				art			art	art								
րծաց	ցածր	9437		A			N11				low			low	low								
լերւոբմահ	համբուրել	9425		V		tr	V11	1			kiss			kiss	kiss								
թակ	կաթ	9421		N		inanim	N11				milk, milky; drop, a bit, a little		нужен синоним	milk	milk	milky	;	drop	a bit	a little			
լելեգրա	արգելել	9420		V		tr	V11	1			forbid, ban, prohibit			forbid	forbid	ban	prohibit						
րրատ	տարր	9415		N		inanim	N11				element, elements			element	element	elements							
միհ	հիմ	9400		N		inanim	N31a				basis			basis	basis								
դրողահ	հաղորդ	9396		N		inanim	N12				participant			participant	participant								
րատանամարհ	հրամանատար	9392		N		inanim	N12				commander, platoon leader, regiment/regimental commander			commander	commander	platoon leader	regiment/regimental commander						
նակարդանամհաս	սահմանադրական	9388		A			N12				constitutional			constitutional	constitutional								
լեծարեվ	վերածել	9388		V		intr	V11	1			transform, translate, factorize			transform	transform	translate	factorize						
լետրապատադ	դատապարտել	9387		V		tr	V11	1			sentence (to), doom smb. (to)			sentence	sentence (to)	doom smb. (to)							
րովատրապ	պարտավոր	9386		A			N12				obliged			obliged	obliged								
ռոթա	աթոռ	9382		N		inanim	N12				chair, post, throne			chair	chair	post	throne						
կայնեսարգ	գրասենյակ	9377		N		inanim	N12				office			office	office								
նակավարի	իրավական	9376		A			N12				legal			legal	legal								
նւոյթւոնջառա	առաջնություն	9370		N		inanim	N41				priority, championship			priority	priority	championship							
լեվնապհապ	պահպանվել	9350		V	med	intr	V11	2			be kept/maintained			be.kept	be kept/maintained								
րաբարովոս	սովորաբար	9325		ADV							usually, generally, as a rule			usually	usually	generally	as a rule						
լեղաթ	թաղել	9324		V		tr	V11	1			bury, fill up, inter			bury	bury	fill up	inter						
րւոմա	ամուր	9316		A			N12				firm, strong, solid			firm	firm	strong	solid						
լանեժրա	արժենալ	9309		V		intr	V43	1			cost, deserve	V43/V22 included		cost	cost	deserve							
նւոյթւորդամարտ	տրամադրություն	9309		N		inanim	N41				temper, mood			temper	temper	mood							
րիգատակաճ	ճակատագիր	9301		N		inanim	N13				fate			fate	fate								
սոտսոգօ	օգոստոս	9299	1	N		inanim	N12				August			August	August								
սոտսոգօ	օգոստոս	9299	2	N		inanim	N12				August			August	August								
տշւոշնա	անշուշտ	9292		PART							undoubtedly, of course			of.course	undoubtedly	of course							
լեհաշ	շահել	9287		V		tr	V11	1			win, earn		c?	win	win	earn							
մւոշն	նշում	9285		N		inanim	N32a/N12				designation, note, indication		c?	note	designation	note	indication						
լեցնարգ	գրանցել	9273		V		tr	V11	1			write/put/take down, make a note of, record			record	write/put/take down	make a note of	record						
լետադ	դատել	9263		V		intr/tr	V11				reason, try, sentence; toil, earn		c?	try	reason	try	sentence	;	toil	earn			
լեզւոհ	հուզել	9259		V		tr	V11	1			excite, move, stir up			excite	excite	move	stir up						
նայբոկաՀ	Հակոբյան	9254		N	famn,apl+	anim,hum	N12							PN									
լակաղետ	տեղակալ	9241		N		anim,hum	N12				deputy			deputy	deputy								
նայրոգիրգ	գրիգորյան	9235		A			N12				Gregorian			Gregorian	Gregorian								
րաչ	չար	9220		A			N11				wicked, mad, vicious			wicked	wicked	mad	vicious						
նահւոտապ	պատուհան	9204		N		inanim	N12				window, niche, clear space/gap		c?	window	window	niche	clear space/gap						
լեծեծ	ծեծել	9186		V		tr	V11	1			beat, whip, birch			beat	beat	whip	birch						
կանաք	քանակ	9184		N		inanim	N12				quantity, number			quantity	quantity	number							
կանացրմ	մրցանակ	9181		N		inanim	N12				reward			reward	reward								
լեգած	ծագել	9174		V		intr	V11	1			rise, dawn, arise			rise	rise	dawn	arise						
նակատադ	դատական	9160		A			N12				judicial			judicial	judicial								
նյամագնաիմ	միանգամայն	9149		ADV			N12				quite, wholly, entirely			quite	quite	wholly	entirely						
շինացւոց	ցուցանիշ	9144		N		inanim	N12				index, exponent			index	index	exponent							
մւորդրեն	ներդրում	9141		N		inanim	N32a/N12				inculcation, introduction, enclosure		c?	introduction	inculcation	introduction	enclosure						
ինաժրա	արժանի	9132		A			N12				deserving			deserving	deserving								
ցոնադնավիհ	հիվանդանոց	9127		N		inanim	N12				hospital			hospital	hospital								
ներոտսափ	փաստորեն	9107		ADV							in fact			in.fact	in fact								
նւոսանա	անասուն	9104		N		anim	N12				cattle, brute			cattle	cattle	brute							
նականտիգ	գիտնական	9085		A			N12				scientist			scientist	scientist								
հատսվ	վստահ	9081		A			N12				sure, fearless			sure	sure	fearless							
քծավցւոռակ	կառուցվածք	9078		N		inanim	N12				structure, building, texture			structure	structure	building	texture						
լերգանաձրա	արձանագրել	9076		V		tr	V11	1			minute, note, make/take notes			note	minute	note	make/take notes						
նիյավարահ	հարավային	9076		A			N12				south			south	south								
մւոդնպ	պնդում	9074		N		inanim	N32a/N12				insistence, assertion			insistence	insistence	assertion							
նայտմւերա	արեւմտյան	9071		A			N12				western			western	western								
մւոցաբ	բացում	9071		N		inanim	N32a/N12				opening			opening	opening								
ծաց	ցած	9063		A			N11				low, lower part, down			low	low	lower part	down						
րեբմետկեդ	դեկտեմբեր	9053		N		inanim	N12				December			December	December								
րենա	աներ	9042		N		anim,hum	N61/N72				father-in-law (wife's father)			father.in.law	father-in-law (wife's father)								
լեցւոտամ	մատուցել	9018		V		tr	V11	1			serve, treat to, bring/take (to)			serve	serve	treat to	bring/take (to)						
լեշք	քշել	9009		V		tr	V11	1			drive, banish, drive/keep off			drive	drive	banish	drive/keep off						
լեվրատ	տարվել	9003	2	V	med	intr	V11				be carried away/fascinated, be infatuated (with)			be.fascinated	be carried away/fascinated	be infatuated (with)							
լեվրատ	տարվել	9003	1	V	med	intr	V11				lose			lose	lose								
կինարդնա	անդրանիկ	9002		N		inanim	N12				firstling, maiden first			firstling	firstling	maiden first							
թրեմ	մերթ	8996		ADV							at times, sometimes			sometimes	at times	sometimes							
նակարդ	դրական	8989		A			N12				positive, favourable			positive	positive	favourable							
նւոյթւոցկապակ	կապակցություն	8984		N		inanim	N41				connectedness, connection, combination			connection	connectedness	connection	combination						
նւոյթւորքրքատեհ	հետաքրքրություն	8983		N		inanim	N41				interest			interest	interest								
լենախսատապամահ	համապատասխանել	8978		V		intr	V11	1			correspond (to, with)			correspond	correspond (to	with)							
նւոյթւոտախշա	աշխատություն	8975		N		inanim	N41				work			work	work								
վոհապա	ապահով	8973		A			N12				safe, secure, reliable			safe	safe	secure	reliable						
քլեխ	խելք	8967		N		inanim	N11				mind, brains, wit			mind	mind	brains	wit						
րխա	ախր	8959		PART							but, why		??	but	but	why							
նակասնանիֆ	ֆինանսական	8957		A			N12				financial			financial	financial								
րովաղեմ	մեղավոր	8941		A			N12				guilty (of), sinner, transgressor			guilty	guilty (of)	sinner	transgressor						
քնիշադ	դաշինք	8937		N		inanim	N12				alliance, agreement, treaty			alliance	alliance	agreement	treaty						
տահդնընա	անընդհատ	8896		A			N12				continuously			continuously	continuously								
լեկրգ	գրկել	8875		V		tr	V11	1			embrace, put one's arms around			embrace	embrace	put one's arms around							
լերովաղետ	տեղավորել	8867		V		tr	V11	1			put, place, settle			put	put	place	settle						
վառապ	պառավ	8856		A			N12				old woman/lady/dame, old man/gentleman			old.person	old woman/lady/dame	old man/gentleman							
դրաբ	բարդ	8839		A			N11				complicated, compound, intricate			complicated	complicated	compound	intricate						
ւոտանախսատապ	պատասխանատու	8833		A			N12				responsible, main			responsible	responsible	main							
լենիզ	զինել	8827		V		tr	V11	1			arm (with), make master (of), fit out			fit.out	arm (with)	make master (of)	fit out						
նահավ	վահան	8811		N		inanim	N12				shield, buckler, snow-screen			shield	shield	buckler	snow-screen						
մւոցանակարի	իրականացում	8809		N		inanim	N32a/N12				realization, implementation			realization	realization	implementation							
նականմւոսւո	ուսումնական	8809		A			N12				educational, school			educational	educational	school							
նայսորտեՊ	Պետրոսյան	8808		N	famn,apl+	anim,hum	N12							PN									
քնեմա	ամենք	8803		PRON,S,hum			N12				all, everybody	pl		all	all	everybody							
լենգնակարեվ	վերականգնել	8802		V		tr	V11	1			restore, reconstruct, renew			restore	restore	reconstruct	renew						
նարասադ	դասարան	8766		N		inanim	N12				class, classroom			class	class	classroom							
տորակ	կարոտ	8766		A			N12				melancholy, yearning, need			melancholy	melancholy	yearning	need						
շաճ	ճաշ	8766		N		inanim	N11				dinner, dinner party			dinner	dinner	dinner party							
լեդնաք	քանդել	8756		V		tr	V11	1			destroy, dig, take to pieces			destroy	destroy	dig	take to pieces						
նիյասիսւոյհ	հյուսիսային	8751		A			N12				north			north	north								
տոխ	խոտ	8747		N		inanim	N11				grass, hay			grass	grass	hay							
իհւոգաթ	թագուհի	8743		N		anim,hum	N23				queen, queen (bee)			queen	queen	queen (bee)							
լերապ	պարել	8742		V		intr	V11	1			dance			dance	dance								
նարվ	վրան	8742		N		inanim	N12				tent, marquee, canvas			tent	tent	marquee	canvas						
կիրյամ	մայրիկ	8733		N	apl+	anim,hum	N12				mummy, mother			mummy	mummy	mother							
նակտապ	պատկան	8730		A			N12				belonging			belonging	belonging								
վինզԱ	Ազնիվ	8729		N	persn,f,apl+	anim,hum	N12							PN									
տսւորոկ	կորուստ	8729		N		inanim	N14/N34				loss, waste (of time/money), loss(es)			loss	loss	waste (of time/money)	loss(es)						
չախ	խաչ	8721		N		inanim	N11				cross, crosspiece, Christianity			cross	cross	crosspiece	Christianity						
մեբ	բեմ	8716		N		inanim	N11				stage, platform			stage	stage	platform							
րաճատ	տաճար	8713		N		inanim	N12				temple, church			temple	temple	church							
սմւոյակրեն	ներկայումս	8709		ADV							at present, now, today			at.present	at present	now	today						
քլեւերա	արեւելք	8705		N		inanim	N12				east			east	east								
միթ	թիմ	8697		N		inanim	N11				team, crew			team	team	crew							
տրավա	ավարտ	8689		N		inanim	N12				end, ending, finish			end	end	ending	finish						
ղոցրեթնը	ընթերցող	8686		N		anim,hum	N12				reader, reading			reader	reader	reading							
լեկանւորապ	պարունակել	8685		V		tr	V11	1			contain, hold			contain	contain	hold							
